recommendationid,review,sentiment,emotion
123224411,"Really solid RTS style strategy builder, dont let the pretty colors fool you, this one has the potential to be an intense gaming system. Fun to play, solid mechanic the team is clearly focusing on first. I don't buy EA as much as I used to, if you like RTS games, this one will keep you happily entertained for the money!","[{'label': '5 stars', 'score': 0.503875195980072}]","[{'label': 'joy', 'score': 0.9212691783905029}]"
123220441,"Fine game, but I see no use in melee unbits at the moment. All you need is a bunch of archers/crossbows.","[{'label': '3 stars', 'score': 0.5735218524932861}]","[{'label': 'neutral', 'score': 0.9099830985069275}]"
123192900,"Around about mission 3 the game will give you a choice... keep bein' a royalist or defect and join the rebellion. Do not pick the latter option. The game presents this as a meaningful option but its actually a funny little thing they're doing where they're tricking you with the option that you might be able to meaningfully interact with that half of the game, than slamming your knuckles but making literally every unit on that side a piece of shit and every mission unwinnably hard, thus demonstrating that haha, if you were the other guy you'd stay winning, but you defected and are thus: fucked out've luck. Also we've locked the option to go back... enjoy this extended jokey joke we're doing where we're mangling our own mechanics in a sort've parody of ourselves in order to demonstrate that the idea you might wanna I dunno, play as a different faction, is laughably silly! Those guys are stink idiots and you wanna be one?? Haha! I'm just saying devs, the only person who looks like a fucking moron in this honking farce isn't the player who clicked the button, but its you shitting your own jester costume on stage trying to make this tortured point in front of my unamused face. Either have two factions or don't. Including it as a sort've trap option joke that can fuck you SO early just makes you look like you don't know how to balance your own goddamn game.","[{'label': '1 star', 'score': 0.4146783947944641}]","[{'label': 'anger', 'score': 0.3836846947669983}]"
123176168,Great little tower defence game. Can't wait for full campaign mode to come out. Only criticism is that it would be nice to have more unit and building types to make endless mode more interesting.,"[{'label': '4 stars', 'score': 0.8481839299201965}]","[{'label': 'joy', 'score': 0.7378261089324951}]"
123127794,"The core gameplay is ok, but the lack of units, buildings, defence elements and nearly useless existing units are limiting the strategy options you have. There is only one way to play this game. Trying to play a different style is no meaning. Every session is similar to each other. You have no options to personalize the difficulty. As other players have mentioned, the game is imbalanced. Considering the game is still in early access, I'll give it another round when it is released, but I cannot recommend it at the current stage.","[{'label': '2 stars', 'score': 0.603723406791687}]","[{'label': 'neutral', 'score': 0.8621721863746643}]"
123124468,this game is great hard but fucking great,"[{'label': '5 stars', 'score': 0.6346416473388672}]","[{'label': 'joy', 'score': 0.9046444892883301}]"
123106576,You know i would give some complaints about how strangely balanced the game is but Diplomacy is Not an Option,"[{'label': '3 stars', 'score': 0.46609607338905334}]","[{'label': 'surprise', 'score': 0.5152701139450073}]"
123035324,"Love this game, obviously this is the only game ive ever reviewed and it's fantastic. The graphics are great even though it seems indie; the gameplay with research trees and the enemies make this a must have; i would love to have the market be capped at 3 or 4 buildings and make resource gathering easier but that's part of the challenge for now.","[{'label': '5 stars', 'score': 0.8528223633766174}]","[{'label': 'joy', 'score': 0.9678969383239746}]"
123031599,it actually makes you think,"[{'label': '5 stars', 'score': 0.4763823449611664}]","[{'label': 'surprise', 'score': 0.6065138578414917}]"
123004032,It is very satisfying to see thousands upon thousands of enemies get mowed down. The fact that it runs so smoothly for an early access game is very promising for future updates.,"[{'label': '5 stars', 'score': 0.49705374240875244}]","[{'label': 'joy', 'score': 0.946469783782959}]"
122994148,i would recommend this game to other players the first couple of campaign missions intros were fun to watch xd and over all love the game play the only concern is the rest of the campaign and the time it will take to release it cause people would get bore playing endless mode after a certain period of time as we know there isnt much to go forward from it. But if anyone wanna learn the game now is also the perfect time as i am playing endless mode atm and i learned alot from it so when the campaign come out ill be good to go,"[{'label': '4 stars', 'score': 0.5040111541748047}]","[{'label': 'joy', 'score': 0.9125688076019287}]"
122993787,"Fun defense building game. Simple but satisfying. Keep coming back every update to see how it grows. Overall would say it's worth the buy especially if you are into the genre. Would love to see some type of heroes, or ways that I could have unique units and level them. If they stole a little bit more from warcraft 3 could really be something special.","[{'label': '4 stars', 'score': 0.8042995929718018}]","[{'label': 'joy', 'score': 0.9402883052825928}]"
122990496,"As a fan of Warcraft 3 castle defense maps, I tried this out and it scratches the old castle defense itch. It's more fleshed out of course than any WC3 castle defense map was and has an addictive endless wave mode. Updates here and there bring nice additions. If you like building castles and defending them without a crazy amount of complex mechanics, this is an easy buy.","[{'label': '5 stars', 'score': 0.645645260810852}]","[{'label': 'neutral', 'score': 0.6691383123397827}]"
122901299,I fucking love this game so god damn much it makes me cuuuuuuuuumm soooooooo hard,"[{'label': '5 stars', 'score': 0.8697571754455566}]","[{'label': 'surprise', 'score': 0.4150317311286926}]"
122895461,"This game is great, although buggy, it has all the cool parts of a simple tower-defensive RTS. I love it!","[{'label': '5 stars', 'score': 0.7019869685173035}]","[{'label': 'joy', 'score': 0.9330498576164246}]"
122894482,good as fuck,"[{'label': '5 stars', 'score': 0.42364761233329773}]","[{'label': 'anger', 'score': 0.48722100257873535}]"
122830922,"One of the most aesthetically pleasing games i've played. Runs beautifully and gives both a relaxing and challenging option for gameplay. Somewhat small content wise (there's about 3 buildings top by category and around 6 of these) but not empty or lacking. Great in it's current status, can get much, much more better if devs continue to release updates. Grab one for yourself!","[{'label': '5 stars', 'score': 0.8131905198097229}]","[{'label': 'joy', 'score': 0.6942715644836426}]"
122760353,A difficult rts that will leave you trying to cover all bases at once to survive but very rewarding when you do pull it off,"[{'label': '4 stars', 'score': 0.39376601576805115}]","[{'label': 'joy', 'score': 0.9253542423248291}]"
122750389,w,"[{'label': '5 stars', 'score': 0.3924259841442108}]","[{'label': 'sadness', 'score': 0.451107919216156}]"
122692652,Good fun. Be nice when it's finished.,"[{'label': '4 stars', 'score': 0.6151584982872009}]","[{'label': 'joy', 'score': 0.7924941778182983}]"
122666469,"Game has lots of potential and it will be interesting where it goes. Core gameplay is good, but progression halts very early and your next playthrough will be more or less the same thing of what you built. Troops hardly find any use in the defense, unless your defenses get breached.","[{'label': '3 stars', 'score': 0.6352823376655579}]","[{'label': 'neutral', 'score': 0.9440469741821289}]"
122664726,war selection but better,"[{'label': '3 stars', 'score': 0.48296618461608887}]","[{'label': 'neutral', 'score': 0.7580791115760803}]"
122515824,This game is like those satisfying zombie hoard ads you get but real and really good,"[{'label': '5 stars', 'score': 0.5607395172119141}]","[{'label': 'joy', 'score': 0.7101292610168457}]"
122461569,Someone else wrote a review that said it's the perfect love-child of They Are Billions and Age of Empires. And damned if he/she/they weren't spot on. TAB was fun but...I wanted something that felt a bit more strategic? Not Hopeless? Wish I had found this game earlier.,"[{'label': '3 stars', 'score': 0.4303247928619385}]","[{'label': 'neutral', 'score': 0.4756197929382324}]"
122445701,GREAT GAME! Very triggering and strategic. Cant wait to see how it develops!,"[{'label': '5 stars', 'score': 0.7432600259780884}]","[{'label': 'joy', 'score': 0.9555011987686157}]"
122422312,"Fantastic game with great devs that listen to their customers!! It is a brutally difficult game but that's good because that's what you should be looking for! The only downside? It's a new game so there isn't too much content in the story, but that's not an issue because the devs are working hard to change that","[{'label': '4 stars', 'score': 0.7817747592926025}]","[{'label': 'joy', 'score': 0.5746626257896423}]"
122336191,"Cartoonishly hilarious in its concept and theme. What I have to give serious thumbs up for though is the difficulty. This game really doesn't take a pity on you. You. Will. Die. Again and again, until you learn. Then you increase the difficulty and realize - you've learned nothing so far. So, it's challenging, it's fun, it's well designed. The only issue you may have with it is the performance on the later waves - many mobs, many buildings and many troops equals higher performance hit. But, if you are really playing on high difficulty, you won't notice probably, because you will find yourself pause-playing and micro-managing your defenses anyway. Highly recommended.","[{'label': '4 stars', 'score': 0.6634609699249268}]","[{'label': 'joy', 'score': 0.7383575439453125}]"
122262560,Has a great foundation for future updates. One thing is this game is extremely challenging. Play on Born To Chill mode first before moving onto other difficulties. Overall addicting game,"[{'label': '4 stars', 'score': 0.7475574016571045}]","[{'label': 'neutral', 'score': 0.7372408509254456}]"
122238493,gg,"[{'label': '5 stars', 'score': 0.26324495673179626}]","[{'label': 'neutral', 'score': 0.5826749205589294}]"
122197438,ASD,"[{'label': '4 stars', 'score': 0.3047357499599457}]","[{'label': 'neutral', 'score': 0.9193035364151001}]"
122177898,"Actually a cool game, reminds a bit of the old Stronghold feeling. Unfortunately, the difficulty level fluctuates a lot and is not very well balanced - especially in Endless Mode. So it happens that on the easiest difficulty level you bounce off the waves very quickly, while on medium it is partly - for me - unmanageable. In addition, the time between the waves is very long on easy and very short on medium. The unit types are crazy - only hulk and several siege units at Day 23 on Medium. The random aspect - from where and how many waves - does the rest. If the developers still work on this, I'll give it a recommendation.","[{'label': '3 stars', 'score': 0.46561554074287415}]","[{'label': 'neutral', 'score': 0.8686875104904175}]"
122169502,"This game has a lot of potential, but it feels like a huge bait and switch right now. The campaign only has 2 levels? That's not a complete game, not even an early access game. What a disappointment (I was excited to play it!)","[{'label': '2 stars', 'score': 0.5283817052841187}]","[{'label': 'surprise', 'score': 0.48146289587020874}]"
122167070,Cant wait for more of the main play thought but is well worth a buy a lot of things to keep you busy be for you ever need to look at endless mood,"[{'label': '4 stars', 'score': 0.533007800579071}]","[{'label': 'joy', 'score': 0.47670623660087585}]"
122152162,Very Nice!,"[{'label': '5 stars', 'score': 0.7206440567970276}]","[{'label': 'joy', 'score': 0.8523955345153809}]"
122134570,[h1] 100/100 [/h1] This game is deceptively challenging and has the potential to be phenomenal. My favourite game of all time!!!!1,"[{'label': '5 stars', 'score': 0.9246965050697327}]","[{'label': 'neutral', 'score': 0.3730020225048065}]"
122121120,"Tons of fun. Would be better if there were a sandbox mode with hordes and better resource collection. As it stands, there is a ton of replayability. By no means am I an elite RTS gamer, but I think this can be a fun game at all skill levels.","[{'label': '4 stars', 'score': 0.47199103236198425}]","[{'label': 'joy', 'score': 0.936700701713562}]"
122101731,"Fun game with good mechanics, really enjoyed it. Campaign is a bit short, but they're are working on it. My only complaints are two things: * the game needs optimization, my GPU is running very hot from this game and not much from similar games * it's very easy to accidentally sell a building, please add a confirmation","[{'label': '4 stars', 'score': 0.8680816292762756}]","[{'label': 'joy', 'score': 0.9259451031684875}]"
122028321,"I am a big fan of RTS games such as Age of mythology, Age of empires, Rise of nations, they are billions and Battle for middle earth. One of the things I did find a little lacking was in half of these games listed above was the lack of massive Waves of enemies to fend off or massive armies battling it out which I feel like after an hour of game play this game delivers very well on. This feels like a Lord of the rings type of RTS with the peasants looking like orcs/ Uruk-Hai and massive castle battles like in lord of the rings. This game is a rather easy game to micro manage resources and population with little to no repercussions compared to They are billions. I can see this game being quite repetitive in terms of game play as you are playing the same tech tree over. would be cool to see in future being able to play different races with different troops and playing styles such as vikings having strong axe men and better wood gain or the British having better archery and better towers. overall good game concept. not bad for early access. Graphics quality: 5/10 Micro managing difficulty: 4/10 Game play: 6/10 Tech Tree: 6/10 Base building: 7/10 Battle size: 9/10 repetitiveness: 6/10 overall 6.5/10","[{'label': '4 stars', 'score': 0.6342117190361023}]","[{'label': 'neutral', 'score': 0.5925883054733276}]"
121947782,everything is perfect but just need more space to build please,"[{'label': '4 stars', 'score': 0.4148763120174408}]","[{'label': 'neutral', 'score': 0.9366121292114258}]"
121909537,"The text in the game is so small that I can't read it at all unless I stick my head into the screen. I had to hold a magnifying glass against the screen to play games. After playing for a while, I just want to say one thing: my eyes! ! ! ! !","[{'label': '1 star', 'score': 0.5041905045509338}]","[{'label': 'neutral', 'score': 0.30616340041160583}]"
121895308,GAME GOOD,"[{'label': '4 stars', 'score': 0.5210309624671936}]","[{'label': 'neutral', 'score': 0.6391285061836243}]"
121841904,希望所有的无尽模式，都出一个自己编辑地图的模式，绝对比现在好玩十几倍，吸引的玩家也会增加，作者希望能看到我的评论ღ( ´･ᴗ･` )比心,"[{'label': '1 star', 'score': 0.27253440022468567}]","[{'label': 'neutral', 'score': 0.5339361429214478}]"
121812138,Feels like stronghold with better art and mechanics!,"[{'label': '5 stars', 'score': 0.6591383218765259}]","[{'label': 'joy', 'score': 0.792492151260376}]"
121786329,"I like this game overall but at the moment it is still early access. [b] Pros: [/b] The early game is challenging in a fun way. Castle/village building aspect is wonderful Each update is gradually improving things [b] Cons: [/b] The late game is challenging in a bad way, it is just a lot of units just massing, no strategy just bodies on walls Lack of variety of ways to play the game, I know this is tower defense but a bit more variety would be nice There is no story though I'm sure the campaign will be added over time.","[{'label': '3 stars', 'score': 0.5487505197525024}]","[{'label': 'joy', 'score': 0.9252670407295227}]"
121770459,"Very fun, multiplayer or coop would be huge.","[{'label': '4 stars', 'score': 0.675204336643219}]","[{'label': 'joy', 'score': 0.9602238535881042}]"
121755582,Very fun game; the developers are very engaged with the players and they are constantly updating the game.,"[{'label': '4 stars', 'score': 0.5293385982513428}]","[{'label': 'joy', 'score': 0.9822608828544617}]"
121738467,This game is fantastic. Absolutely love the city building + battles.,"[{'label': '5 stars', 'score': 0.9528604745864868}]","[{'label': 'joy', 'score': 0.9284353852272034}]"
121736952,it is the update of they are billions same mecanics ad same tips to kill the mobs i like they are billions so i like this game,"[{'label': '5 stars', 'score': 0.550726056098938}]","[{'label': 'joy', 'score': 0.8763977289199829}]"
121686755,Fantastic game in every way. 11/10 would recommend. Needs the campaign to finish though!,"[{'label': '5 stars', 'score': 0.5915786623954773}]","[{'label': 'joy', 'score': 0.9614094495773315}]"
121685727,gud gmae,"[{'label': '3 stars', 'score': 0.24725089967250824}]","[{'label': 'sadness', 'score': 0.592690646648407}]"
121675429,Good!,"[{'label': '4 stars', 'score': 0.5053043365478516}]","[{'label': 'joy', 'score': 0.8918685913085938}]"
121588334,Love it !,"[{'label': '5 stars', 'score': 0.9114543795585632}]","[{'label': 'joy', 'score': 0.6490034461021423}]"
121580420,Very good and relaxing.,"[{'label': '5 stars', 'score': 0.5991509556770325}]","[{'label': 'joy', 'score': 0.940502405166626}]"
121558753,Love it,"[{'label': '5 stars', 'score': 0.8348287343978882}]","[{'label': 'neutral', 'score': 0.695404052734375}]"
121462980,"Brutal, is like battling an army of endless Social Justice Warrior at all times...just wait, like in real life? Yes but now you can kill them with no regards of political correction. Go for it! You deserve it!","[{'label': '5 stars', 'score': 0.7098989486694336}]","[{'label': 'anger', 'score': 0.9307361841201782}]"
121459691,Great fun game with tones of content but I cant stress this enough there needs to be a auto rebuild building system in this game,"[{'label': '4 stars', 'score': 0.6006594300270081}]","[{'label': 'joy', 'score': 0.9815011620521545}]"
121455338,"Good Soup, waiting for more missions :D","[{'label': '4 stars', 'score': 0.5611811876296997}]","[{'label': 'joy', 'score': 0.6733198761940002}]"
121455301,"The difficulty is way too steep with this game. The chill challenge is boring, the next endless challenge level is way too hard. Needs some sort of balance, maybe start with easy enemies, and SLOWLY progress to harder? Really frustrating with such a great potential for a game.","[{'label': '2 stars', 'score': 0.677264928817749}]","[{'label': 'sadness', 'score': 0.42907294631004333}]"
121452424,good,"[{'label': '4 stars', 'score': 0.49696317315101624}]","[{'label': 'neutral', 'score': 0.6325141787528992}]"
121426162,Not finished and very boring. Basically a horrible knock off of the stronghold sires which is way better.,"[{'label': '1 star', 'score': 0.7371698021888733}]","[{'label': 'disgust', 'score': 0.7423893809318542}]"
121408784,the challenge mode is full of bull because the difficult setting on easy (walk in a park) is hard. there is no difference between hard and easy except for maybe hit points.,"[{'label': '3 stars', 'score': 0.3702739179134369}]","[{'label': 'neutral', 'score': 0.88445645570755}]"
121401402,The game runs as fast as you want to: you can adjust game speed on the fly and pressing the spacebar pauses/plays the game. You have full control of the game while it it paused: give as many commands as you like and you can unpause the game and see them carried out. Combat is not overly complicated but super satisfying.,"[{'label': '5 stars', 'score': 0.6162686944007874}]","[{'label': 'neutral', 'score': 0.742676317691803}]"
121319600,IT IS BRILLIANT,"[{'label': '5 stars', 'score': 0.7553353905677795}]","[{'label': 'neutral', 'score': 0.8835676312446594}]"
121279798,rly fun,"[{'label': '4 stars', 'score': 0.3657658100128174}]","[{'label': 'joy', 'score': 0.9776859283447266}]"
121279114,Love it.,"[{'label': '5 stars', 'score': 0.836132824420929}]","[{'label': 'neutral', 'score': 0.5734849572181702}]"
121245880,Good game,"[{'label': '4 stars', 'score': 0.5576134324073792}]","[{'label': 'joy', 'score': 0.5206969976425171}]"
121226701,way WAY to hard,"[{'label': '2 stars', 'score': 0.28055548667907715}]","[{'label': 'neutral', 'score': 0.5386324524879456}]"
121211632,"This game is crazy funny, stressing and I like the aesthetic! It's just too much difficult even in easy mode... Please help me maybe I did wrong but I can't pass the 6 attacks level...","[{'label': '4 stars', 'score': 0.44479671120643616}]","[{'label': 'joy', 'score': 0.48274528980255127}]"
121191374,10/10,"[{'label': '5 stars', 'score': 0.8239476084709167}]","[{'label': 'neutral', 'score': 0.5389984250068665}]"
121187091,short campaign (for now) but a lot of fun.,"[{'label': '4 stars', 'score': 0.5413227081298828}]","[{'label': 'joy', 'score': 0.9761451482772827}]"
121186217,great game very cool faster loading,"[{'label': '5 stars', 'score': 0.7697517275810242}]","[{'label': 'joy', 'score': 0.9436138272285461}]"
121137361,"While not perfect, what game is, it's a work in progress and enjoyable to play. If you don't expect the Total War level of combat and not looking to build Civ's all over the place you can while a way some hours being happily frustrated by the almost impossible enemy hordes and there are even some zombies thrown in, although a lot of us would prefer there be none...","[{'label': '4 stars', 'score': 0.545343816280365}]","[{'label': 'neutral', 'score': 0.5897276997566223}]"
121136399,"I played through the campaign a bit and the game feels so good. The resource gathering is simple but does require your attention from time to time. The combat is satisfying to watch, especially when you're winning, and requires some tactical thinking to master. A masterpiece. RECOMMENDED","[{'label': '5 stars', 'score': 0.488111674785614}]","[{'label': 'joy', 'score': 0.9315322637557983}]"
121135629,"lolol hilarious cutscenes, great challenging campaign, fun game, good mechanics","[{'label': '5 stars', 'score': 0.5309973955154419}]","[{'label': 'joy', 'score': 0.973857045173645}]"
121128994,is k,"[{'label': '3 stars', 'score': 0.3417438864707947}]","[{'label': 'neutral', 'score': 0.7874631881713867}]"
121065277,good game,"[{'label': '4 stars', 'score': 0.5576134324073792}]","[{'label': 'joy', 'score': 0.5940223932266235}]"
121012089,I like the scale of this game. I think a multiplayer element would be fun.,"[{'label': '4 stars', 'score': 0.6972121000289917}]","[{'label': 'joy', 'score': 0.9837493896484375}]"
120965900,Hard game but pretty fun.,"[{'label': '4 stars', 'score': 0.583781361579895}]","[{'label': 'joy', 'score': 0.7702782154083252}]"
120936274,"This is a game I've wanted for quite some time, and it has not disappointed. It is a very fun, unique and dare I say 'cute' approach to the RTS/Tower Defense genre. Outside of some balancing issues (and what game doesn't experience that in its development) I'd say buy this up immediately, it's a very good time.","[{'label': '4 stars', 'score': 0.7020452618598938}]","[{'label': 'joy', 'score': 0.9367514252662659}]"
120925767,"Cool idea, not worth the price for such an incomplete game.","[{'label': '1 star', 'score': 0.437975138425827}]","[{'label': 'neutral', 'score': 0.4419434070587158}]"
120879671,ancient covid gee hoes hoes,"[{'label': '5 stars', 'score': 0.2675918936729431}]","[{'label': 'neutral', 'score': 0.4733712375164032}]"
120842620,Super cute game with a good balance. Campaign has a good humor (a little bit short right now but its early access). I miss some options for troop movements and some path finding issues exists. In my opinion a game worth it to support.,"[{'label': '4 stars', 'score': 0.8314667344093323}]","[{'label': 'joy', 'score': 0.7437940835952759}]"
120826353,"Limited length of play but a very good game. I like Bannerlord, Civ, Humankind etc and this game scratches that itch. Definately scope for much much more when completed. Worth the money and the Devs appear active so expecting more.","[{'label': '4 stars', 'score': 0.7226324081420898}]","[{'label': 'joy', 'score': 0.6841766834259033}]"
120787530,The game moves at a good speed so you're never waiting. Great balance of economics and warfare. Those armies are peasants are awesome.,"[{'label': '5 stars', 'score': 0.557341456413269}]","[{'label': 'neutral', 'score': 0.9372102618217468}]"
120772242,Pretty fun thus far. Just still has a couple of bugs,"[{'label': '4 stars', 'score': 0.756209671497345}]","[{'label': 'joy', 'score': 0.9633200168609619}]"
120747466,valid maybe wish there was a little more to do in endless but its still good,"[{'label': '4 stars', 'score': 0.5198770761489868}]","[{'label': 'sadness', 'score': 0.4132210612297058}]"
120746647,"Not what I had in mind when I read ""Tower Defense."" I thought it would be more like the games where you create a winding path for AI waves and set up artillery (in this case Archers, I suppose) to eliminate those waves. This plays more like an RTS. You have to manage your resources and population by building and improving your town. Interesting, but not what I had in mind. I'm not sold on why I should choose to play this over Age of Empires, for example. My mind's open to reevaluating this game though.","[{'label': '3 stars', 'score': 0.5133331418037415}]","[{'label': 'neutral', 'score': 0.918488621711731}]"
120745579,great game.,"[{'label': '5 stars', 'score': 0.7069339752197266}]","[{'label': 'joy', 'score': 0.8786750435829163}]"
120713098,"This game is fun but way too hard. I cannot win except when choosing the easiest level in this game (and there are like 6 or 7 levels of difficulty). I am not a pro gamer but I have been playing RTS for 10+ years. I get it. You want the difficulty to impress people. But many people come to have a fun game and relax, not to be stressed out for hours. Overall really well designed game with nice concepts, but the difficulty is ruining it somewhat. I still recommend it with the hope that future releases can address the difficulty.","[{'label': '3 stars', 'score': 0.6879550218582153}]","[{'label': 'joy', 'score': 0.7775828838348389}]"
120691688,cant wait for some new updates,"[{'label': '3 stars', 'score': 0.37687888741493225}]","[{'label': 'neutral', 'score': 0.8251409530639648}]"
120679152,urgent sandbox mode should come.,"[{'label': '4 stars', 'score': 0.4151892066001892}]","[{'label': 'neutral', 'score': 0.542442798614502}]"
120678251,this aint no tower defense,"[{'label': '1 star', 'score': 0.5767318606376648}]","[{'label': 'surprise', 'score': 0.5051453113555908}]"
120674532,I literally tried this out Saturday. And this morning I checked that I have played the game for 13 hours lol. That's well like 50% of my weekend :) good job devs.,"[{'label': '5 stars', 'score': 0.5166303515434265}]","[{'label': 'joy', 'score': 0.4422883093357086}]"
120639659,"Great game. I love the art style. If you love building up a city and defended it, this is the game for you. There are some quality of life things I would hope get fixed at some point. But the game and tech tree and everything is very fun and the replay value is massive. I would say it is worth the price point as well. 8/10 would recommend. There is a lot they could add which adds to the value.","[{'label': '4 stars', 'score': 0.5712158679962158}]","[{'label': 'joy', 'score': 0.9452105164527893}]"
120628484,"I went into this game pretty blind, and I was pleasantly surprised to find that the campaign has a great sense of humor, and more real time strategy attributes than I expected. What I enjoyed: -Battling with large armies in a style that reminds me Age Of Empires -Blowing up huge packs of enemies and watching them fly -Building a fortress! -Upgrading and scaling system -Humor is on point -Fun story What I didn't enjoy: -Short campaign (so far - I believe this game is early access) -Waves are brutal on normal and higher difficulties (I'm probably bad at the game) I enjoyed everything the game has to offer so far, and I really hope that the devs continue to expand on the campaign.","[{'label': '4 stars', 'score': 0.4130764305591583}]","[{'label': 'joy', 'score': 0.5969639420509338}]"
120621632,"Really like the game cant wait for more content and options. Wish endliess mode had more options to control the rate of spawns, size of maps, types of spawns, This game has allot of potential","[{'label': '4 stars', 'score': 0.5399860739707947}]","[{'label': 'joy', 'score': 0.3768896460533142}]"
120552648,Lovely game well done devs,"[{'label': '5 stars', 'score': 0.6256017684936523}]","[{'label': 'joy', 'score': 0.9612672328948975}]"
120545819,... I absolutely need an option to disable edge scrolling.,"[{'label': '1 star', 'score': 0.4106596112251282}]","[{'label': 'neutral', 'score': 0.949891984462738}]"
120543594,10,"[{'label': '5 stars', 'score': 0.6210670471191406}]","[{'label': 'neutral', 'score': 0.5790520906448364}]"
120506724,"Like this game, gameplay good, strategy hard enough, performance smooth. So i hope dev code faster to not making player wait anymore (LOL)","[{'label': '4 stars', 'score': 0.6462616324424744}]","[{'label': 'joy', 'score': 0.8103929758071899}]"
120505389,"Great game. whole lot of humour, whole lotta fun.","[{'label': '5 stars', 'score': 0.7126627564430237}]","[{'label': 'joy', 'score': 0.9854251742362976}]"
120505289,This is a really good game and getting better every udate.,"[{'label': '5 stars', 'score': 0.633948802947998}]","[{'label': 'joy', 'score': 0.8496192693710327}]"
120499809,fun but i am not good at strategy games because i am really dumb and stupid. if you like slaughtering the lower and lower middle class this game is for you!,"[{'label': '3 stars', 'score': 0.49592968821525574}]","[{'label': 'sadness', 'score': 0.6317288279533386}]"
120474393,I loved it! looking foward for the new release.,"[{'label': '5 stars', 'score': 0.7521342039108276}]","[{'label': 'joy', 'score': 0.977325975894928}]"
120461113,easy to put hours into,"[{'label': '5 stars', 'score': 0.4850098490715027}]","[{'label': 'neutral', 'score': 0.6923264861106873}]"
120460837,"It's a good game, but the difficulty makes it extremely annoying for some of us more casual but still competitive players. This is a game where you have to spam buildings, AOE'esque high level multiplayer. There's a 'Labyrinth' map, which has lots of 'mountains' to funnel your enemy and build strategic walls, but you CAN'T CHANGE THE DIFFICULTY! It's preset at one of the medium difficulties. I can't get passed the 5th wave and as a dad and someone with a job, I'm just not interested on investing that much time into this.","[{'label': '3 stars', 'score': 0.6541541814804077}]","[{'label': 'disgust', 'score': 0.5217629075050354}]"
120447807,"I've only played Endless mode, game is really fun","[{'label': '4 stars', 'score': 0.4915061295032501}]","[{'label': 'joy', 'score': 0.9574499726295471}]"
120446704,Good,"[{'label': '4 stars', 'score': 0.49696317315101624}]","[{'label': 'neutral', 'score': 0.4931051433086395}]"
120434501,Its like They are Billions but with vastly less than a Billion(s)... Its good. I like it. Looking forward to it being finished.,"[{'label': '4 stars', 'score': 0.5186010599136353}]","[{'label': 'joy', 'score': 0.8709917068481445}]"
120424074,Tons of fun. Reminds me of they are billions but in its only unique way! The art style is great too,"[{'label': '5 stars', 'score': 0.5595870018005371}]","[{'label': 'joy', 'score': 0.9223612546920776}]"
120421931,Good Game,"[{'label': '4 stars', 'score': 0.5576134324073792}]","[{'label': 'neutral', 'score': 0.5592031478881836}]"
120375128,challenging,"[{'label': '4 stars', 'score': 0.44314807653427124}]","[{'label': 'neutral', 'score': 0.4250340461730957}]"
120372537,"As a huge Sttarcraft 1 and Command and Conquer fan, Ive been looking for an RTS that really fits what I was looking for, and while its been years since Ive found that (no thanks to Halo Wars 2), this hits the spot! The endless mode alone is worth the price of admission! The unique upgrade system, the speed, the brutality is just f-ing amazing! Im not a fan of prerelease games, but this already feels very fleshed out and pretty well balanced Even if you use WeMod, as I do, the game will eventually bend you over, and you will beg for more!! I cannot wait to see what they add in the future - Bravo!","[{'label': '5 stars', 'score': 0.7419721484184265}]","[{'label': 'joy', 'score': 0.5201652646064758}]"
120351803,Would not recommend this game as is. Wait till campaign progresses further. Will change review as campaign improves. As now there only is 2 missions.,"[{'label': '2 stars', 'score': 0.5418323278427124}]","[{'label': 'neutral', 'score': 0.7270122766494751}]"
120307076,PENIS,"[{'label': '3 stars', 'score': 0.23429499566555023}]","[{'label': 'neutral', 'score': 0.8605368733406067}]"
120289898,"Really fun tower defense game. Polished and clean, haven't had any bugs yet. Highly recommended if you are a fan of the genre. Haven't played a tower defense game that has me hooked like this since ""They Are Billions.""","[{'label': '5 stars', 'score': 0.6450433135032654}]","[{'label': 'joy', 'score': 0.9355848431587219}]"
120280306,this game is really nice and all but it still very unbalance. the medium difficulty spawn too many siege engine and heavy brutes which make it nigh impossible to play.. some balancing is def needed. maybe the dev can give the peasant some lowly archers instead and at a very late stage then spawn those engines cos right now at wave 10 the can take down the final tier walls easily which dont make sense. but other than that pretty fun game. 6/10,"[{'label': '3 stars', 'score': 0.5615605115890503}]","[{'label': 'joy', 'score': 0.7190098762512207}]"
120270430,This is fun,"[{'label': '4 stars', 'score': 0.46230676770210266}]","[{'label': 'joy', 'score': 0.9703938961029053}]"
120268621,"This game is great, it keeps getting better and better. Ignore people that gave it negative review they are dumb as a rock and Diplomacy with them is NOT an option! I rather spend many hours in this than a broken crap like ready or not","[{'label': '5 stars', 'score': 0.6511359810829163}]","[{'label': 'neutral', 'score': 0.8133036494255066}]"
120257495,This game fucking sucks,"[{'label': '1 star', 'score': 0.9098898768424988}]","[{'label': 'anger', 'score': 0.5705169439315796}]"
120253286,It's good to be the king,"[{'label': '4 stars', 'score': 0.3826146721839905}]","[{'label': 'joy', 'score': 0.9839946031570435}]"
